Case #1: Impossible
18 33 108844
18 34 109188
18 35 135069
18 36 90302
18 37 87756
18 39 161796
18 40 109601
18 41 107038
18 42 116933
18 43 180346
18 44 169912
18 45 118208
18 46 152176
18 47 128852
18 48 105147
18 50 180060
19 22 108006
19 24 76399
19 26 122438
19 27 31744
19 28 34962
19 29 91392
19 30 71735
19 31 52682
19 32 120940
19 33 66191
19 34 66535
19 35 50940
19 36 42555
19 37 45103
19 38 83998
19 39 110327
19 40 81987
19 41 65687
19 42 72273
19 44 121779
19 45 67801
19 46 57843
19 47 110419
19 48 62494
19 50 111631
20 21 104572
20 22 109636
20 23 92214
20 25 90076
20 26 140269
20 27 26985
20 28 35416
20 30 94710
20 31 75657
20 32 102161
20 33 100938
20 36 84063
20 37 81517
20 38 94713
20 39 120619
20 40 112706
20 42 88483
20 43 113711
20 45 88669
20 46 68558
20 47 143896
20 48 64124
20 49 85612
20 50 52902
21 22 105185
21 23 87248
21 24 90686
21 25 75037
21 27 79694
21 29 7688
21 30 48580
21 34 93004
21 35 32764
21 36 69024
21 38 111241
21 39 27685
21 40 106720
21 41 83696
21 42 49118
21 47 126445
21 49 66906
22 23 99821
22 24 107473
22 25 71464
22 28 91082
22 29 112873
22 30 112527
22 31 109274
22 32 152014
22 33 83993
22 34 84337
22 35 106143
22 36 65451
22 37 62905
22 38 107668
22 39 132870
22 40 107573
22 41 96269
22 42 118265
22 43 155495
22 44 75763
22 46 124224
22 48 45512
22 49 94201
22 50 85911
23 25 45477
23 26 119347
23 27 65229
23 28 68447
23 29 94936
23 30 44069
23 31 16557
23 32 120052
23 33 15828
23 34 50790
23 35 54484
23 36 39464
23 37 36916
23 38 63179
23 39 106160
23 40 81586
23 41 3552
23 42 75471
23 43 117432
23 46 89334
23 47 115506
23 48 54309
23 49 62395
23 50 138598
24 25 51165
24 26 126999
24 27 56120
24 28 47689
24 29 98374
24 31 84964
24 32 44541
24 33 59683
24 34 66002
24 36 47116
24 38 87369
24 39 118371
24 41 71959
24 42 41568
24 43 126407
24 44 126487
24 45 74783
24 46 92480
24 47 85666
24 48 61961
24 49 75866
24 50 136007
25 26 85896
25 27 63091
25 28 58002
25 29 82725
25 30 53089
25 31 54930
25 32 95706
25 33 29649
25 34 29993
25 35 68305
25 36 6013
25 37 8561
25 38 36204
25 39 78528
25 40 48135
25 41 41925
25 43 101151
25 44 102361
25 45 66342
25 46 62359
25 47 87149
25 48 25952
25 49 34763
25 50 112509
26 27 136961
26 28 131872
26 30 126959
26 31 128800
26 32 171540
26 33 103519
26 34 103863
26 35 142175
26 36 79883
26 37 82431
26 38 122100
26 39 152398
26 40 122005
26 41 115795
26 42 133009
26 43 175021
26 44 97515
26 45 134284
26 46 148255
26 47 161019
26 48 99822
26 49 108633
26 50 87367
27 29 87382
27 30 67725
27 31 48672
27 34 75964
27 35 46930
27 37 54532
27 38 67728
27 39 107379
27 41 61677
27 42 61498
27 43 86726
27 44 90035
27 45 63791
27 46 41573
27 47 116911
27 48 37139
27 49 85828
28 30 70943
28 31 51890
28 32 92230
28 34 75969
28 35 50148
28 36 51989
28 37 54537
28 38 70946
28 39 110597
28 40 77290
28 42 53067
28 44 98466
28 45 67009
28 46 44791
28 47 120129
28 48 45570
28 49 80739
28 50 88318
29 30 56268
29 31 104389
29 32 130524
29 33 79108
29 34 100692
29 35 40452
29 36 76712
29 37 79260
29 38 118929
29 40 114408
29 41 91384
29 42 56806
29 44 109785
29 45 23591
29 47 134133
29 48 67361
29 49 63762
29 50 119933
30 31 60626
30 32 115301
30 33 59897
30 34 71056
30 35 49538
30 37 49624
30 38 67774
30 39 62091
30 40 89198
30 42 31402
30 43 73363
30 44 84381
30 46 93824
30 47 128212
30 48 67015
30 49 18326
30 50 94529
31 32 129505
31 33 25281
31 34 60243
31 35 63937
31 36 48917
31 38 72632
31 39 121432
31 40 91039
31 41 13005
31 43 107664
31 44 138707
31 46 74771
31 47 124959
31 48 63762
31 50 128559
32 33 104224
32 35 136185
32 36 91657
32 37 89111
32 39 150521
32 42 86109
32 43 81866
32 44 165211
32 45 119324
32 46 64516
32 48 106502
32 49 120407
32 50 155063
33 34 34962
33 35 38656
33 36 23636
33 37 21088
33 38 47351
33 39 96151
33 40 65758
33 42 65061
33 44 114890
33 45 55517
33 46 73506
33 47 99678
33 48 38481
33 49 52386
33 50 125038
34 35 73618
34 36 23980
34 37 21432
34 38 66197
34 39 96495
34 40 66102
34 41 47238
34 42 63545
34 43 114022
34 44 115234
34 45 82595
34 47 100022
34 48 38825
34 49 52730
34 50 125382
35 36 62292
35 37 59744
35 38 86007
35 39 60449
35 41 50932
35 42 50076
35 43 105922
35 44 103055
35 45 16861
35 46 73029
35 47 136107
35 48 60631
35 49 67864
35 50 113203
36 37 2548
36 39 72515
36 40 42122
36 41 35912
36 42 62556
36 43 95138
36 44 96348
36 45 60329
36 46 68372
36 48 19939
36 49 28750
36 50 106496
37 38 44765
37 39 75063
37 40 44670
37 42 61121
37 44 93802
37 45 61163
37 46 70920
37 47 78590
37 48 17393
37 49 31298
37 50 103950
38 39 114732
38 41 59627
38 42 92747
38 43 107006
38 44 138565
38 46 26155
38 48 62156
38 50 147615
39 42 76803
39 43 135454
39 44 129782
39 46 133478
39 47 153651
39 48 87358
39 49 43765
39 50 139930
40 41 78034
40 42 71169
40 43 137260
40 44 138470
40 45 90817
40 47 100435
40 48 62061
40 50 148618
41 42 77337
41 44 127166
41 45 67793
41 46 85782
41 47 111954
41 48 50757
41 49 64662
41 50 137314
42 43 104765
42 45 33215
42 46 94362
42 47 127234
42 49 49728
42 50 95067
43 44 157744
43 45 106040
43 46 80851
43 47 171180
43 48 109983
43 49 91689
43 50 166613
44 46 131608
44 47 134182
44 48 76409
44 50 10148
45 46 89890
45 47 139751
45 48 43770
45 49 51003
45 50 96342
46 48 78712
46 50 121460
47 49 109886
48 49 48689
48 50 86557
49 50 112855
Case #192: 1000
1 2 39161
1 3 92427
1 4 100575
1 5 38429
1 6 101995
1 7 37083
1 8 41592
1 9 25850
1 10 58709
1 11 56598
1 12 77426
1 13 121618
1 14 18967
1 15 100245
1 16 71847
1 17 64736
1 18 100709
1 19 51026
1 20 40627
1 21 101421
1 23 54599
1 24 35897
1 25 116287
1 26 46380
1 27 75411
1 28 147677
1 29 70477
1 30 80962
1 31 20573
1 32 91008
1 33 53263
1 34 52436
1 35 89392
1 36 19332
1 37 49610
1 38 24105
1 40 76707
1 41 23990
1 42 66749
1 43 97907
1 44 78434
1 45 44277
1 46 30626
2 3 93654
2 4 65570
2 5 39656
2 6 71305
2 7 2078
2 8 42819
2 10 23704
2 11 26637
2 12 78653
2 13 113501
2 14 20194
2 15 101472
2 16 32686
2 17 25575
2 18 61548
2 19 52253
2 20 41854
2 21 83353
2 22 42247
2 23 15438
2 24 37124
2 25 77126
2 26 47607
2 27 49510
2 28 167423
2 29 51860
2 30 82189
2 33 54490
2 34 53663
2 35 55036
2 36 20559
2 37 50837
2 38 25332
2 39 43970
2 40 77934
2 41 25217
2 42 67976
2 43 92264
2 44 60366
2 45 45504
2 46 31853
3 4 155068
3 5 53998
3 6 132159
3 7 91576
3 8 57161
3 10 113202
3 11 111091
3 12 92995
3 13 176111
3 14 73460
3 15 115814
3 16 100665
3 17 93554
3 18 129527
3 20 95120
3 21 113021
3 22 110226
3 23 96697
3 25 145105
3 26 100873
3 27 86320
3 28 73769
3 29 98540
3 30 96531
3 31 74336
3 32 145501
3 33 107756
3 34 82600
3 35 85739
3 36 73095
3 37 79774
3 38 78598
3 39 89922
3 40 131200
3 41 68437
3 43 129074
3 45 55877
4 5 101070
4 6 136875
4 7 63492
4 8 104233
4 9 126425
4 10 85118
4 11 88051
4 12 140067
4 13 47931
4 14 81608
4 15 162886
4 16 98256
4 17 91145
4 18 122944
4 19 113667
4 20 103268
4 21 74980
4 22 103643
4 23 81008
4 24 98538
4 25 68764
4 26 109021
4 27 115080
4 28 228837
4 29 106473
4 30 143603
4 31 83214
4 32 117417
4 33 115904
4 34 115077
4 35 116450
4 36 81973
4 37 112251
4 38 86746
4 39 105384
4 40 139348
4 41 86631
4 42 129390
4 43 157834
4 44 97967
4 45 106918
4 46 93267
5 6 78161
5 7 37578
5 8 3163
5 9 64279
5 10 59204
5 11 57093
5 12 38997
5 13 122113
5 14 19462
5 15 61816
5 16 72342
5 17 65231
5 18 101204
5 19 12597
5 20 41122
5 21 91870
5 22 81903
5 23 55094
5 24 26346
5 25 116782
5 26 46875
5 27 51577
5 28 127767
5 30 42533
5 31 20338
5 32 91503
5 33 53758
5 34 28602
5 35 89887
5 36 19097
5 37 25776
5 38 24600
5 39 35924
5 40 77202
5 41 14439
5 42 57198
5 43 75084
5 44 68883
5 45 34726
5 46 7803
6 7 73383
6 8 74998
6 9 127845
6 10 95009
6 11 97942
6 12 117158
6 13 184806
6 14 83028
6 15 59826
6 16 38619
6 17 45730
6 18 67481
6 19 90758
6 20 94412
6 21 125912
6 22 48180
6 23 86743
6 24 99958
6 25 83059
6 26 100165
6 27 78186
6 28 178997
6 29 123165
6 30 79109
6 31 84634
6 32 123152
6 33 107048
6 34 55211
6 35 126341
6 36 83393
6 37 52385
6 38 77890
6 39 96528
6 40 137033
6 41 88051
6 42 104945
6 43 120940
6 44 117564
6 45 83407
6 46 85964
7 9 62933
7 11 24559
7 12 76575
7 13 111423
7 14 18116
7 15 99394
7 16 34764
7 17 27653
7 18 63626
7 19 50175
7 20 39776
7 21 85431
7 22 44325
7 23 17516
7 24 35046
7 25 79204
7 26 45529
7 27 51588
7 28 165345
7 29 53938
7 31 19722
7 32 53925
7 33 52412
7 34 51585
7 35 52958
7 36 18481
7 37 48759
7 38 23254
7 39 41892
7 40 75856
7 41 23139
7 42 65898
7 43 94342
7 44 62444
7 45 43426
7 46 29775
8 9 67442
8 10 62367
8 11 60256
8 12 42160
8 13 125276
8 15 64979
8 16 75505
8 17 68394
8 18 104367
8 19 15760
8 20 44285
8 21 95033
8 22 85066
8 24 29509
8 25 119945
8 26 50038
8 27 48414
8 28 130930
8 29 73405
8 30 45696
8 31 23501
8 32 94666
8 33 56921
8 34 25439
8 35 93050
8 36 22260
8 37 22613
8 39 32761
8 40 80365
8 41 17602
8 42 60361
8 43 78247
8 44 72046
8 45 37889
8 46 10966
9 10 57442
9 11 54509
9 12 103276
9 13 147468
9 14 44817
9 15 126095
9 16 97697
9 17 90586
9 18 126559
9 19 76876
9 20 66477
9 21 121917
9 22 107258
9 23 80449
9 24 61747
9 25 142137
9 26 72230
9 27 101261
9 28 173527
9 29 96327
9 30 106812
9 31 46423
9 32 67732
9 33 79113
9 34 78286
9 35 88774
9 36 45182
9 37 75460
9 38 49955
9 39 68593
9 40 102557
9 42 92599
9 43 123757
9 44 98930
9 45 70127
9 46 56476
10 11 2933
10 12 98201
10 13 133049
10 14 39742
10 15 121020
10 16 56390
10 17 49279
10 18 85252
10 19 71801
10 20 51948
10 21 107057
10 22 65951
10 23 39142
10 24 56672
10 25 100830
10 26 57701
10 27 73214
10 28 186971
10 29 75564
10 30 101737
10 31 41348
10 32 75551
10 33 64584
10 34 63757
10 35 31332
10 36 40107
10 37 60931
10 38 35426
10 39 54064
10 40 94569
10 41 44765
10 42 80649
10 43 115968
10 44 84070
10 45 65052
10 46 51401
11 12 96090
11 13 135982
11 14 37631
11 15 118909
11 16 59323
11 17 52212
11 18 88185
11 19 69690
11 20 49015
11 21 109990
11 22 68884
11 23 42075
11 24 54561
11 25 103763
11 26 54768
11 27 76147
11 28 184610
11 29 78497
11 31 39237
11 32 78484
11 33 61651
11 34 60824
11 35 34265
11 36 37996
11 37 57998
11 38 32493
11 39 51131
11 40 91636
11 41 42654
11 42 77716
11 43 116571
11 44 87003
11 45 62941
11 46 49290
12 13 142901
12 14 58459
12 15 100813
12 16 111339
12 17 104228
12 18 140201
12 19 26400
12 20 80119
12 21 91633
12 22 120900
12 23 94091
12 24 65343
12 25 155779
12 26 85872
12 27 90574
12 28 166764
12 29 109239
12 30 81530
12 31 59335
12 32 130500
12 33 92755
12 34 67599
12 35 109653
12 36 58094
12 37 64773
12 38 63597
12 39 74921
12 40 116199
12 41 53436
12 42 96195
12 43 114081
12 44 107880
12 45 73723
12 46 46800
13 14 102651
13 15 183929
13 16 146187
13 17 139076
13 18 170875
13 20 124311
13 21 122911
13 22 151574
13 23 128939
13 24 119581
13 25 116695
13 26 130064
13 27 159095
13 28 249880
13 29 154161
13 30 164646
13 31 104257
13 32 165348
13 33 136947
13 34 136120
13 35 164381
13 36 103016
13 37 133294
13 38 107789
13 39 126427
13 40 160391
13 41 107674
13 42 150433
13 43 181591
13 44 145898
13 45 127961
13 46 114310
14 15 81278
14 16 52880
14 17 45769
14 18 81742
14 19 32059
14 20 21660
14 21 82454
14 22 62441
14 23 35632
14 24 16930
14 25 97320
14 26 27413
14 27 56444
14 28 147229
14 29 51510
14 30 61995
14 31 1606
14 32 72041
14 33 34296
14 34 33469
14 35 70425
14 36 365
14 37 30643
14 38 5138
14 39 23776
14 40 57740
14 41 5023
14 42 47782
14 43 78940
14 44 59467
14 45 25310
14 46 11659
15 16 80913
15 18 90653
15 19 74413
15 20 102938
15 21 106631
15 22 71352
15 23 109685
15 24 88162
15 25 106231
15 26 108691
15 27 113393
15 28 189583
15 29 92150
15 30 19283
15 31 82154
15 32 77523
15 33 115574
15 34 90418
15 35 151703
15 36 80913
15 37 87592
15 38 86416
15 39 97740
15 40 139018
15 41 76255
15 42 119014
15 43 136900
15 44 83644
15 45 96542
15 46 69619
16 17 7111
16 18 28862
16 19 84939
16 20 74540
16 21 101932
16 22 9561
16 23 48124
16 24 69810
16 25 44440
16 26 80293
16 27 82196
16 28 174434
16 29 84546
16 30 100196
16 31 54486
16 32 84533
16 33 87176
16 34 86349
16 36 53245
16 37 83523
16 38 58018
16 39 76656
16 40 110620
16 41 57903
16 42 67260
16 43 88924
16 44 78945
16 45 44788
16 46 64539
17 18 35973
17 19 77828
17 20 67429
17 21 94821
17 22 16672
17 23 41013
17 24 62699
17 25 51551
17 26 73182
17 27 75085
17 28 167323
17 29 77435
17 30 107307
17 31 47375
17 32 77422
17 33 80065
17 34 79238
17 35 80611
17 36 46134
17 37 76412
17 38 50907
17 39 69545
17 40 103509
17 41 50792
17 42 60149
17 43 96035
17 44 71834
17 45 37677
17 46 57428
18 19 113801
18 20 103402
18 21 130794
18 22 19301
18 23 76986
18 24 98672
18 25 54180
18 26 109155
18 27 111058
18 28 203296
18 29 113408
18 31 83348
18 32 67401
18 33 116038
18 34 115211
18 36 82107
18 37 112385
18 38 86880
18 39 105518
18 40 139482
18 41 86765
18 42 96122
18 44 107807
18 45 73650
18 46 93401
19 20 53719
19 21 104467
19 22 94500
19 23 67691
19 24 38943
19 25 129379
19 26 59472
19 27 64174
19 28 140364
19 29 82839
19 30 55130
19 31 32935
19 32 104100
19 33 66355
19 34 41199
19 35 83253
19 36 31694
19 37 38373
19 38 37197
19 39 48521
19 40 89799
19 41 27036
19 42 69795
19 43 87681
19 44 81480
19 45 47323
19 46 20400
20 22 84101
20 23 57292
20 24 38590
20 25 118980
20 26 38797
20 27 67828
20 28 168639
20 29 73170
20 30 83655
20 31 23266
20 32 93701
20 33 12636
20 34 44853
20 35 81809
20 36 22025
20 37 42027
20 38 16522
20 39 35160
20 40 42621
20 41 26683
20 42 69442
20 43 100600
20 44 81127
20 45 46970
20 46 33319
21 22 111493
21 23 98791
21 24 89338
21 25 143744
21 26 109867
21 27 99328
21 28 186790
21 29 31493
21 30 125914
21 31 83330
21 32 135200
21 33 116750
21 34 76353
21 35 138389
21 36 82089
21 37 73527
21 38 87592
21 40 140194
21 41 77431
21 42 79616
21 44 22987
21 45 57144
21 46 84067
22 23 57685
22 24 79371
22 26 89854
22 27 91757
22 28 183995
22 29 94107
22 30 90635
22 31 64047
22 32 86702
22 33 96737
22 34 95910
22 35 97283
22 36 62806
22 37 93084
22 38 67579
22 39 86217
22 40 120181
22 41 67464
22 42 76821
22 43 79363
22 44 88506
22 45 54349
22 46 74100
23 24 52562
23 25 92564
23 26 63045
23 27 34072
23 28 170466
23 29 67298
23 30 90402
23 31 37238
23 32 67285
23 33 69928
23 35 70474
23 36 35997
23 37 59873
23 38 40770
23 39 59408
23 40 93372
23 41 40655
23 42 60831
23 43 76826
23 44 75804
23 45 60942
23 46 47291
24 25 114250
24 26 44343
24 27 73374
24 28 154113
24 29 67710
24 30 68879
24 31 17806
24 32 88971
24 33 51226
24 34 50399
24 35 87355
24 36 16565
24 37 47573
24 38 22068
24 39 40706
24 40 74670
24 41 11907
24 42 54666
24 43 85824
24 44 66351
24 45 32194
24 46 18543
25 26 124733
25 27 126636
25 28 218874
25 29 128986
25 30 125514
25 32 121581
25 33 131616
25 34 130789
25 35 132162
25 36 97685
25 37 127963
25 38 102458
25 39 121096
25 40 107960
25 41 102343
25 42 111700
25 43 114242
25 44 123385
25 45 89228
25 46 108979
26 27 73581
26 28 174392
26 29 78923
26 30 89408
26 31 29019
26 32 99454
26 33 51433
26 34 50606
26 35 43012
26 36 27778
26 37 47780
26 38 22275
26 39 40913
26 40 81418
26 41 32436
26 43 106353
26 44 86880
26 45 52723
26 46 39072
27 28 152413
27 29 91894
27 30 94110
27 31 58050
27 32 101357
27 33 80464
27 34 28627
27 35 104546
27 36 56809
27 37 25801
27 38 51306
27 39 69944
27 40 110449
27 41 61467
27 42 26759
27 43 42754
27 44 83388
27 45 49231
27 46 59380
28 29 172309
28 30 170300
28 31 148105
28 32 219270
28 33 181275
28 34 129438
28 35 159508
28 36 146864
28 37 126612
28 38 152117
28 39 163691
28 40 204969
28 41 142206
28 42 133330
28 43 195167
28 44 163803
28 45 129646
28 46 135570
29 30 111433
29 31 52386
29 32 103707
29 33 85806
29 34 84979
29 35 106896
29 36 51145
29 37 82153
29 38 56648
29 39 75286
29 40 109250
29 41 55803
29 42 65135
29 43 129720
29 44 8506
29 45 42663
29 46 62439
30 31 62871
30 32 92079
30 33 96291
30 34 71135
30 35 132420
30 36 61630
30 37 68309
30 38 67133
30 39 78457
30 40 119735
30 41 56972
30 42 99731
30 43 117617
30 44 102927
30 45 77259
30 46 50336
31 32 73647
31 33 35902
31 34 35075
31 35 72031
31 36 1241
31 37 32249
31 38 6744
31 39 25382
31 40 59346
31 41 5899
31 42 48658
31 44 60343
31 45 26186
31 46 12535
32 33 106337
32 34 105510
32 35 106883
32 36 72406
32 37 102684
32 38 77179
32 39 95817
32 40 129781
32 41 77064
32 42 119823
32 43 144111
32 44 112213
32 45 97351
32 46 83700
33 34 54734
33 35 94445
33 36 34661
33 37 54663
33 38 29158
33 39 47796
33 40 29985
33 41 39319
33 42 82078
33 43 113236
33 44 93763
33 45 59606
33 46 45955
34 35 93618
34 36 33834
34 37 2826
34 38 28331
34 39 46969
34 40 84719
34 41 38492
34 42 55386
34 43 71381
34 44 92936
34 45 58779
34 46 36405
35 36 70790
35 37 90792
35 38 65287
35 39 83925
35 40 124430
35 41 75448
35 42 111981
35 43 147300
35 44 115402
35 45 95735
35 46 82084
36 37 31008
36 38 5503
36 39 24141
36 40 58105
36 41 4658
36 43 78575
36 44 59102
36 45 24945
36 46 11294
37 38 25505
37 39 44143
37 40 84648
37 41 35666
37 42 52560
37 43 68555
37 44 90110
37 45 55953
37 46 33579
38 39 18638
38 40 59143
38 41 10161
38 42 52920
38 43 84078
38 44 64605
38 45 30448
38 46 16797
39 40 77781
39 41 28799
39 42 71558
39 43 102716
39 44 83243
39 45 49086
39 46 35435
40 41 62763
40 42 105522
40 43 136680
40 44 117207
40 45 83050
40 46 69399
41 42 42759
41 43 73917
41 44 54444
41 45 20287
41 46 6636
42 43 69513
42 44 56629
42 45 22472
42 46 49395
43 44 126142
43 45 91985
43 46 67281
44 45 34157
44 46 61080
45 46 26923
Case #193: 208
1 2 106285
1 3 64732
1 5 180136
1 7 83265
1 11 109312
1 16 255131
1 28 49216
1 31 137625
1 35 189451
1 36 247929
1 37 169743
1 38 69847
2 4 43200
2 5 105986
2 6 99240
2 7 52872
2 9 11684
2 11 78919
2 16 281234
2 22 172420
2 25 118973
2 26 147119
2 29 125977
2 31 64044
2 35 109344
2 38 36498
3 5 135229
3 7 76213
3 8 121009
3 13 196980
3 15 35398
3 16 304575
3 17 36844
3 18 269337
3 20 64035
3 22 134889
3 26 170460
3 30 195875
3 33 32447
3 34 178594
3 38 59839
3 39 89565
4 18 196894
4 21 93757
4 26 143268
4 27 105963
4 29 82777
4 37 172871
4 38 67388
5 18 254474
5 21 152408
5 23 29822
5 24 269940
5 25 60287
5 27 168749
5 29 145563
5 35 128930
5 37 170846
6 9 87556
6 14 200599
6 15 93085
6 17 159425
6 18 245370
6 21 138739
6 22 235099
6 23 163094
6 26 222991
6 27 198232
6 28 236311
6 30 211084
6 33 90134
6 37 223009
7 14 224486
7 22 149340
7 32 171455
7 35 106186
7 39 43144
8 13 254324
8 16 302950
8 26 170055
8 28 177277
8 30 204420
8 31 99156
8 38 61170
9 26 135435
9 27 110676
9 30 169129
9 31 52360
9 32 141333
9 33 2578
9 36 185048
10 11 103722
10 19 62779
10 21 87670
10 27 142007
10 34 180056
10 37 103549
11 17 139104
11 25 131111
12 17 192240
12 18 359839
12 19 130041
12 24 292201
12 25 234632
12 26 250064
12 31 177887
13 14 274056
13 18 347459
13 22 328945
13 25 202528
13 28 310928
13 29 200076
13 32 243518
13 33 165762
13 34 311909
13 39 222880
14 17 186451
14 19 229604
14 23 157437
14 24 357176
14 25 187902
14 26 62721
14 27 296364
14 32 68619
14 33 200734
14 34 117436
14 37 229946
14 39 257852
15 18 233939
15 22 166265
15 25 114634
15 27 111049
15 31 57889
15 32 146862
15 37 135826
16 17 341419
16 20 368610
16 28 304347
16 29 352770
16 30 387986
16 37 347263
16 38 244736
17 26 153440
17 27 177389
17 35 175431
18 23 224652
18 26 126144
18 27 302857
18 31 291296
18 38 253310
19 26 166883
19 34 120233
19 39 28248
20 24 197916
20 28 177983
20 30 186222
20 34 242629
20 36 175862
21 22 204877
21 25 165444
21 27 149661
21 34 190666
21 36 236231
21 39 98681
22 23 194143
22 24 268770
22 26 301327
22 31 203700
22 34 254677
22 36 260269
22 37 236976
22 39 106196
23 28 197167
23 29 115741
23 35 99108
23 36 144329
23 37 185950
24 25 213117
24 26 307265
24 29 157643
24 35 141010
24 39 218998
25 26 159733
25 28 193184
25 38 139075
26 31 187795
26 37 167225
26 39 195131
27 30 223956
27 31 148484
27 34 199461
28 38 119063
29 38 139193
30 31 213984
30 33 170642
30 34 127921
30 35 265810
30 38 143250
31 35 160546
31 38 70734
31 39 97504
33 35 106140
33 36 187626
33 37 132875
34 38 118755
35 37 124740
35 38 122560
37 39 132253
Case #194: Impossible
Case #195: 137
1 2 405151
1 3 227899
1 5 204168
1 6 566670
1 9 499733
1 10 182475
1 12 268640
1 13 211028
1 17 284048
1 18 329486
1 19 342510
1 20 289952
1 21 204972
2 3 177252
2 6 589053
2 7 301372
2 8 155225
2 11 373101
2 15 323211
2 17 328336
2 18 398578
2 19 386798
2 20 399224
2 21 221469
3 4 219232
3 6 411801
3 7 124120
3 9 271834
3 10 193931
3 15 145959
3 16 169979
3 20 301408
3 21 44217
4 6 472707
4 7 217049
4 8 383926
4 9 444569
4 10 135734
4 11 133816
4 12 320963
4 13 290083
4 14 316405
4 16 328247
4 17 190085
4 18 380900
4 19 248547
4 21 263449
5 7 106844
5 9 334364
5 10 25529
5 12 210758
5 15 242062
5 17 79880
5 18 270695
5 20 133006
6 7 309586
6 8 476463
6 10 388031
6 11 386113
6 12 430805
6 13 427014
6 15 489198
6 16 465178
6 18 473437
6 19 224160
6 20 488901
6 21 367584
7 9 281448
7 14 326654
7 16 259812
7 17 26964
7 18 208864
7 19 85426
7 20 208752
7 21 168337
8 9 60643
8 10 299250
8 11 297332
8 12 333731
8 13 453599
8 14 202969
8 17 193841
8 20 243999
8 21 359619
9 10 359893
9 11 357975
9 15 417793
9 16 441813
9 17 254484
9 19 312946
9 20 304642
9 21 298976
10 11 1918
10 15 216533
10 16 192513
10 17 105409
10 19 163871
10 20 107477
10 21 238148
11 12 187147
11 14 403181
11 15 218451
11 18 294306
11 19 161953
11 21 240066
